species	160	98	H1_4WK	H2_4WK	H3_4WK	H4_4WK	H5_4WK	H6_4WK	L1_4WK	L2_4WK	L3_4WK	L4_4WK	L5_4WK	L6_4WK
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_albus	2	0	0	0	0	0	0	0	1	0	2	2	0	4
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans	215	0	0	0	0	0	0	0	116	116	52	50	98	118
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_callidus	119	2	0	0	0	0	0	0	92	115	148	110	126	105
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_champanellensis	16	0	0	0	0	0	0	0	13	9	4	12	26	8
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_faecis	5653	4	196	166	117	181	243	226	630	759	577	600	528	589
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens	7	0	0	0	0	0	0	0	14	14	2	0	29	20
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_gauvreauii	6	0	0	0	0	0	0	0	347	431	1565	1112	909	621
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris	255	1	281	325	212	352	378	285	102	96	75	61	111	74
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._AT10	176	14	410	369	277	441	571	433	894	1084	1077	988	1041	828
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._FC2018	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._HUN007	4	0	0	0	1	0	0	0	9	8	7	8	24	20
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._NK3A76	0	0	0	0	0	0	0	0	1	1	1	2	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium_lactatiformans	10415	25	39	42	39	32	31	17	6024	4800	5024	3357	10117	9182
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum_variabile	410	1	1	0	1	0	0	0	294	341	326	268	345	350
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__[Eubacterium]_dolichum	67	0	0	0	0	0	0	0	129	134	136	122	148	149
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia_extructa	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Candidatus_Stoquefichus;s__Candidatus_Stoquefichus_sp._SB1	14	0	1	5	2	2	0	0	14	6	7	12	17	8
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai	2	0	0	0	0	0	0	0	4	3	7	1	17	6
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._D6	461	93	12	9	13	14	19	15	348	502	458	528	570	383
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma_fastidiosa	4579	0	25	25	22	36	39	38	3445	3332	2751	2876	4221	2371
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_ramosum	234	0	14993	12818	5453	21580	9680	13893	3	7	0	4	6	3
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum	754	668	31	25	50	30	41	28	2472	2810	2216	1959	2464	2026
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_saccharogumia	71	0	123	104	88	129	164	100	56	52	55	43	43	33
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_spiroforme	10	27	1	1	1	6	4	1	14	7	9	12	10	8
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus_pleomorphus	45	0	0	0	0	0	0	0	6	8	16	13	15	16
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides	366	3	0	0	0	0	0	0	272	341	444	310	364	330
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella_biformis	118	0	14	10	12	13	14	5	226	223	74	97	172	156
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_massiliensis	111	0	0	0	0	0	0	0	107	105	169	131	169	135
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium_moorei	7	0	0	0	0	0	0	0	5	4	5	1	4	3
k__Bacteria;p__Firmicute;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis	10	0	0	0	0	0	0	0	116	195	914	594	247	194
k__Bacteria;p__Firmicute;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	2	5	4	3	7	6
k__Bacteria;p__Firmicute;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_succinatutens	10	113	0	0	0	0	0	0	8414	9134	11013	11234	9751	11232
k__Bacteria;p__Firmicute;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succinispira;s__Succinispira_mobilis	0	0	17	29	2	12	36	9	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_bovis	17	0	0	0	0	0	0	0	4	2	0	1	4	0
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_invisus	4901	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_micraerophilus	9	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_elsdenii	0	0	0	0	0	0	0	0	3	0	5	7	9	3
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_genomosp._type_1	6	0	0	0	0	0	0	0	0	0	1	2	0	0
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_micronuciformis	3	1	0	0	0	0	0	0	0	0	0	0	1	2
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_sp._BV3C16-1	0	0	0	0	0	0	0	0	2	0	0	1	0	2
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_sp._UPII_135-E	2	0	0	0	0	0	0	0	1	1	4	3	1	1
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_magna	0	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula	0	1277	0	0	2	1	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicute;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_seminalis	7	0	0	0	0	0	0	0	3	8	2	0	3	6
k__Bacteria;p__Firmicute;c__Tissierellia;o__;f__;g__;s__Tissierellia_bacterium_S7-1-4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_lactolyticus	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_obesiensis	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas_micra	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_duerdenii	3	0	0	0	0	0	0	0	1	0	0	0	0	2
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_indolicus	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_lacrimalis	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_senegalensis	0	1	0	0	0	0	0	0	1	0	0	0	1	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp._BV3C26	4	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicute;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp._oral_taxon_375	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fuobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadale;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium_lindaniclasticum	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadale;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium_xenophagum	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadale;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._Ag1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Burkholderiaceae;g__Burkholderia;s__Candidatus_Burkholderia_crenata	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia_sacchari	2	0	0	0	0	0	0	0	2	1	2	5	6	1
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Comamonadaceae;g__Delftia;s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	2	0	2	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Oxalobacteraceae;g__Herminiimonas;s__Herminiimonas_arsenicoxydans	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Oxalobacteraceae;g__Massilia;s__Massilia_sp._WG5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter_formigenes	567	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Sutterellaceae;g__Dakarella;s__Dakarella_massiliensis	0	0	0	0	0	4	0	0	0	0	0	0	2	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	2572	0	0	0	0	0	0	0	12143	11109	38183	33693	15550	11756
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Sutterellaceae;g__Sutterella;s__Sutterella_parvirubra	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiale;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	0	0	0	0	0	0	0	0	7900	5492	18216	8128	5859	13799
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neiseriales;f__Chromobacteriaceae;g__Microvirgula;s__Microvirgula_aerodenitrificans	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neiseriales;f__Neisseriaceae;g__Kingella;s__Kingella_oralis	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neiseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_cinerea	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitroomonadales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira_briensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_wadsworthia	7826	0	0	0	0	0	0	0	22143	23418	25217	17526	37675	27755
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_fairfieldensis	0	0	0	0	0	0	0	0	2	0	0	0	0	1
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_piger	0	0	0	0	0	0	0	0	8	10	7	4	9	4
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deulfovibrionales;f__Desulfovibrionaceae;g__Lawsonia;s__Lawsonia_intracellularis	12	0	0	0	0	0	0	0	1	1	1	1	2	2
k__Bacteria;p__Proteobacteria;c__Epilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_hominis	31	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter_canadensis	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter_hepaticus	0	0	0	0	0	0	0	0	1	0	1	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadale;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum_succiniciproducens	0	0	0	0	0	0	0	0	1	0	0	1	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadale;f__Idiomarinaceae;g__Idiomarina;s__Idiomarina_zobellii	0	207	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__;s__Enterobacteriaceae_bacterium_B14	0	0	0	0	0	0	0	0	0	1	3	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_amalonaticus	0	0	0	0	0	0	0	0	0	0	1	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_freundii	5	0	0	0	0	0	0	0	1	6	31	27	8	9
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_sakazakii	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_cloacae	2	0	0	0	0	0	0	0	0	0	5	3	0	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_lignolyticus	1	0	0	0	0	0	0	0	0	2	5	1	2	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_sp._638	0	0	0	0	0	0	0	0	0	0	4	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli	14341	10	3	0	1	3	3	2	4710	5715	53646	45727	14627	10913
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_aerogenes	3	0	0	0	0	0	0	0	3	8	24	5	7	3
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	2	1	0	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_pneumoniae	69	0	2	0	0	0	0	0	55	56	234	81	39	50
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera_ascorbata	2	0	0	0	0	0	0	0	0	1	5	2	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera_cryocrescens	3	0	0	0	0	0	0	0	1	2	5	8	3	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Leclercia;s__Leclercia_adecarboxylata	5	0	0	0	0	0	0	0	0	0	17	10	8	5
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Pluralibacter;s__Pluralibacter_gergoviae	0	0	0	0	0	0	0	0	0	0	1	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica	46	0	0	0	0	0	0	0	19	19	127	111	40	24
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Shigella;s__Shigella_dysenteriae	208	0	0	0	0	0	0	0	62	83	692	546	170	138
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri	249	0	0	0	3	0	0	0	64	90	889	755	253	199
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Shimwellia;s__Shimwellia_blattae	0	0	0	0	0	0	0	0	0	0	2	0	0	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Enterobacteriaceae;g__Siccibacter;s__Siccibacter_turicensis	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Erwiniaceae;g__Erwinia;s__Erwinia_toletana	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Erwiniaceae;g__Pantoea;s__Pantoea_agglomerans	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Hafniaceae;g__Obesumbacterium;s__Obesumbacterium_proteus	1	0	0	0	0	0	0	0	0	2	0	0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Morganellaceae;g__Moellerella;s__Moellerella_wisconsensis	0	0	0	0	0	0	0	0	0	0	3	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Yersiniaceae;g__Yersinia;s__Yersinia_pestis	1	0	0	0	0	0	0	0	0	3	9	3	0	2
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterale;f__Yersiniaceae;g__Yersinia;s__Yersinia_ruckeri	0	0	0	0	0	0	0	0	0	0	2	3	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pateurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	1	6	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_bereziniae	0	0	0	0	0	0	0	0	0	0	2	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_indicus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_johnsonii	0	4	1	2	1	0	2	2	2	2	1	0	1	2
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	4	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_parvus	0	0	2	4	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_towneri	2	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_osloensis	0	1	0	52	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_aeruginosa	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Peudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadale;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_maltophilia	5	0	0	4	0	0	2	0	0	0	2	0	0	0
k__Bacteria;p__Spirochaete;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_denticola	5	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Spirochaete;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_medium	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Spirochaete;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_phagedenis	0	0	134	111	85	137	138	114	0	1	0	0	0	0
k__Bacteria;p__Spirochaete;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_succinifaciens	2	0	86	94	52	116	160	116	4	7	3	10	4	7
k__Bacteria;p__Spirochaete;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_vincentii	1	0	0	0	0	0	0	0	1	0	1	0	0	2
k__Bacteria;p__Synergitetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus_evryensis	21898	1	0	0	0	1	0	0	118	90	69	39	1001	127
k__Bacteria;p__Synergitetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Jonquetella;s__Jonquetella_anthropi	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Tenericute;c__Mollicutes;o__Entomoplasmatales;f__Entomoplasmataceae;g__Entomoplasma;s__Entomoplasma_lucivorax	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Tenericute;c__Mollicutes;o__Entomoplasmatales;f__Entomoplasmataceae;g__Mesoplasma;s__Mesoplasma_florum	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Bacteria;p__Tenericute;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_opalescens	0	0	0	0	0	0	0	0	1	1	0	0	0	1
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiale;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila	95202	0	4	0	0	0	3	2	147668	136818	274290	198054	199813	316061
k__BacteriaPlamid;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	462	221	27699	29028	27495	19130	19405	18755	541	563	920	589	749	706
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria_grayi	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_durans	0	13	37	24	6	30	22	17	0	1	16	13	6	3
